S. No.,Part No.,Description,USD Price,
1638,FT1011700,AOS - Cartridge - Vesta Model VA188X - Mining Application,200.12,
1639,FT1011900,AOS - Cartridge - Ingersoll Rand Model XF40S Electrical Application,97.03,
1640,FF0554500,FF for 6B TCL Engine BSII,9.56,
1641,871030500,FS19660 with Head Asy - TML 697 Engine,65.35,
1642,FS1965600,FS for 4B TCL engine - 825 kva CPCBII Genset,12.23,
1643,FT1008800,AOS - ELGI E30-45 GLOBAL SERIES,179.50,
1644,FS1966700,FWS for JCB JS205 Excv & JCB 432 Zx Loader,31.02,
1645,FT1011800,AOS - Cartridge - Vesta VA650X - Water Well Rig,388.10,
1646,FT1003600,AOS - Spin on - IR UP5 (15-22 3018-7 KW) - Screw Compressor,130.98,
1647,FF0507800,FF Spin on - Engines & Gensets Application (Deutz Perkins etc.),13.40,
1648,501596800,KIT for TAFE DI/Simpsons S4/Sonalika Tractor - [LF16092 + FF05512 (P) + FF05513 (S)],4.14,
1649,824041400,Hose Reducer with Hump for TML LPK2518/2516 TC,33.64,
1650,501688100,Pre-cleaner Metal for AL,12.78,
1651,501695300,Cover Top Asy with Ejector Valve for Tata SFC 407/SFC 410 (Air Cleaner Asy p n- 8250303),6.11,
1652,LF0905000,LF Spin on-Telcon Excavator EX2500-5/EX5500-5-Indigenized,166.18,
1653,FS0104000,FS Spin on-Cummins QSX15/ISX15 Engine-Indigenized,69.48,
1654,835608700,Cover Top Asy of AH19464 for LPS 4923 Powder Coated,7.51,
1655,501029900,Air Filter-Primary for IR UP-5 Atlas Copco GA-5-11,12.44,
1656,501041900,Air Filter-Primary for Atlas Copco GA11-22,16.85,
1657,501042700,HF-Spin On-for Kaeser screw compressor ASD 32/ASD 37/ASD 47/ASD 57 ,69.93,
1658,501042800,HF-Spin On- for Kaeser screw compressor SM 9/12/15,67.97,
1659,FF0548800,FF Spin on-Cummins Engine-ISC & ISL Series - Indigenized,35.48,
1660,871024600,FS19656-with Head for Tata Ace,28.25,
1661,LF1631400,LF for TATA Indigo eCS/Indica Vista with TDI Engine,2.58,
1662,501019400,Air Filter-Primary for ACIL:GA30 (AF25065),51.58,
1663,501019900,Air Filter-Primary for ACIL:XAT-236(AF26399),101.95,
1664,501019300,Air Filter-Primary for ACIL:GA18/GA22 ELGI:E18-E22 (AF26389),29.14,
1665,501019700,Air Filter Primary for ACIL:GA30/GA37 ELGI:E30-E37 (AF26393),39.60,
1666,501019800,Air Filter-Primary for ACIL:GA30+/GA35+/GA45+ ELGI:E45/E55 (AF26395),39.76,
1667,501027300,Air Filter-Primary for ACIL:XAT-236 (AF26400),70.09,
1668,501027500,AF(S) for ACIL XAV-600 (AF26402),81.78,
1669,FS1966800,FF for M&M Scorpio (CRDe)/Xylo/XUV 500/Maruti Suzuki Swift 1.3/DZire 1.3/Ritz/Tavera BSIV/ICML Rhino/Force1,6.67,
1670,501042000,Air Filter-Primary for Kaeser Compressor:ASD32/37 & ASD47/57,28.54,
1671,501027400,AF(P) for ACIL XAV-600 (AF26401),116.50,
1672,501019500,Air Filter-Primary for ACIL:GA5VSD/GA7VSD ELGI:E11-E15 (AF26387),27.16,
1673,501019600,Air Filter-Primary for ACIL:GAE22 (AF26391),37.34,
1674,501043200,HF Cartridge for ACIL:GA55VSD/GA75VSD/GA90VSD,50.54,
1675,501043300,HF Cartridge for ACIL:GA30+/GA37+/GA45+,23.27,
1676,AF2518600,AF for M&M Swaraj Tractor 724FE 735FE/XM 744FE/XM 825XM 834XM 843 XM & 855FE/XM,3.03,
1677,501921300,TOP cap Assembly of AH8849 (Optiair 1000 Series),7.56,
1678,LF1630600,LF for ISBe5.9 BS4 Engine - Umbrella,19.55,
1679,FS1966900,FS for H6 engine with Inline Pump,9.58,
1680,FT1003400,Air Oil separator for Demag SC40,105.52,
1681,FT1012000,Air Oil separator for CPM 7.5,89.75,
1682,FT1012400,Air Oil separator for Atlas Copco 45 KW  to 55 KW- with preseparation fleece,133.41,
1683,FT1012100,Air Oil separator for CPD 100,342.02,
1684,501904000,AF Kit for Genset/Compressor/Marine application with Cummins KTTA 19 Engine (AF25906+AF25907),153.98,
1685,501904100,AF Kit for Genset / IR Compressor engine side with Cummins NTA 855 Engine (AF25871+AF25870),113.39,
1686,502048500,Rain Hood Plastic for 497 Y1 LPO Bus,18.06,
1687,500451100,Precleaner Plastic  (Eject) for Construction Equipments (116mm),83.11,
1688,500453100,Precleaner Plastic  (Eject) for Construction Equipments (104mm),88.66,
1689,500453200,Precleaner Plastic  (Eject) for Construction Equipments (128.5mm),83.11,
1690,501857800,HF for TAFE Tractor (All Models) & MASSEY FERGUSON Tractor (All Models),2.78,
1691,FS0104100,FS Spin on -  Cummins Engine - QSX 15 -Indigenized,64.52,
1692,FTS200100,Scavenging Pipe for FT10035,17.71,
1693,502057300,TOP cap of AH8851 (Optiair 1100 Series),8.00,
1694,FS1967000V,FWS for VECV Pro 5000 Series Truck,55.27,
1695,FS1967000,FWS w/o DV for VECV Pro 5000 Series Truck,16.88,
1696,FT1012500,Air Oil separator for Elgi 600/200,266.82,
1697,FT1006200,Air Oil separator for Elgi 25 S (New),764.08,
1698,LF1608500,LF for VECV E694 BSIV engine,19.71,
1699,FS1967100V,FWS for AL CB18 FIP CRS Engine with DV,22.13,
1700,FS1967100,FWS w/o DV for AL CB18 FIP CRS Engine,13.04,
1701,FF0555200,FF for AL CB18 FIP CRS Engine,6.31,
1702,502113600,FWS with Head Asy for AL CB18 FIP with H6 CRS Engine (Head + FS19671),36.32,
1703,502113500,FF with Head Asy for AL CB18 FIP with H6 CRS Engine (Head + FF5552),21.37,
1704,AF0424400,AF for Escorts FT45/60 Smart Tractor,8.49,
1705,LF0905300,LF for Eicher E483 BSIII & BS IV engine,22.34,
1706,LF1634000,LF for Mahindra 4.8/7.2L engine (Above 16 Ton Vehicle),16.98,
1707,LF1634100,Bypass filter of Eicher 4V BSIV Engine,3.88,
1708,LF1630900,LF for AL H4CTi Engine for NGIT Guru vehicle,7.76,
1709,AF0425600,AF for Tempo Traveller 26 seater with CRDi 2650 engine (5001298),16.01,
1710,LF1630400,LF for AL Neptune 6 Cylinder Engine for Truck/Tipper Application,31.47,
1711,AH1914200,Air Assy - ACIL XA217 Eng -Shorter (1200 Series) (5006571),110.37,
1712,AH0880200,Air Assy - QSB7 Engine for Genset Application-Longer (1200 Series)(8250726),96.66,
1713,FT1012700,Air Oil Separator for ACIL GA-75,121.28,
1714,FF0578200,Fuel Filter for Cummins QSK MCRS Engine,156.64,
1715,FS5301400,Fuel Water Separator for FH239 Series Industrail Product,250.53,
1716,FT1012600,Air Oil Separator for Elgi 750/115,275.31,
1717,502242500,FWS with Head Asy for H6 Engine with Inline Pump (Head + FS19669),15.16,
1718,502255300,Plastic Pre-Cleaner 168 Diameter,19.77,
1719,FT1012800,AOS for IR Evolution Series 45 KW,132.20,
1720,FA0038500,SILICON GASKET MAKER - RED RTV - 85 GMS,2.18,
1721,FA0053500,SILICON GASKET MAKER - RED RTV - 25 GMS,0.73,
1722,FA0055300,SILICON GASKET MAKER - GREY RTV - 25 GMS,0.73,
1723,502195000,HF for BEML BD 155 Dozer ( HF0610100 ),11.04,
1724,502190400,BEML BD155 Dozer - Transmission cum steering filter,9.82,
1725,502186400,HF for Escorts Farmtrac FT65 50 HP Tractor,4.54,
1726,502286500,TC Kit - Set of 3 for BSIII Engine (5000549+FF5544+LF9028),54.03,
1727,500588300,HF for Hitachi Excavator Ex-200 Doosan Dx-210Volvo EC-210  Komatsu PC-200 ,13.58,
1728,502272300,Hydraulic Suction Filter for M&M Arjun Tractor Old Models (before 2012): 555DI/575DI/605 DI,4.58,
1729,FT1013000,AOS for Elgi F4-55 Kw screw compressor,218.31,
1730,FT1012900,AOS for Atlas Copco GA-30,100.66,
1731,FS3621500,FUEL-WATER SEPARATOR- SPIN ON,76.14,
1732,HF0651100,HYDRAULIC FILTER-SPIN ON,12.65,
1733,FS1967200,FF-Water Separator for AL Dost with Lucas Pump / Bolero M2DI / TATA Ace Super / M&M Scorpio,6.67,
1734,502247700,Coolant Kit for Multi Utility Vehicles-Car & Jeep (10 Ltr Premix and 1 Ltr Radiwash),18.19,
1735,502247800,Coolant Kit for Medium Commercial Vehicles (15 Ltr Premix and 1.5 Ltr Radiwash),30.32,
1736,502247900,Coolant Kit for Heavy Commercial Vehicles (25 Ltr Premix and 2.5 Ltr Radiwash),48.51,
1737,FT1013100,AOS for Atlas Copco GA-45 (FT10038),84.90,
1738,LF1636600,LF for 120HP Escorts Tractor,14.68,
1739,502280200,HF for Eicher Tractor 485 (Medium),2.79,
1740,502290200,HF for M&M Arjun Tractor New Models (after 2012): 555DI/575DI/605DI,10.07,
1741,FS1967400,FWS for TATA 1109 ULTRA BS III & BS IV Engine,18.19,
1742,FA0004600,TML 2515 / AL 2214 -SPICER TRANS.- 88509WOS- 3 SPOKE Assembly,11.83,
1743,FA0004700,TML 407 -6207 WOS-OLD MODELOnly bearing,4.97,
1744,FA0004800,TATA 1210 SE / 1510 / 709 / 909 / 1109 - 6208 WOS -Only Bearing,5.88,
1745,FA0005000,AL TAURAS / COMMET / EICHER JUMBO - 6011 WOS - Assembly,10.31,
1746,FA0005100,TATA 407 / SUMO - 88507WOS- 2 SPOKES - Assembly,9.16,
1747,FA0005200,TATA 2515 EX - 3516 EX -2518 EX -  88511 WOS- 2 SPOKES- 68 MM CUP- Assembly,14.55,
1748,FA0005300,TATA 1612 1613 -6211-2RS WOS - Assembly,15.16,
1749,FA0008700,Wheel Bearing- TATA 1510/1512/2515 / 2516 / 2518 / 3118 / 4018 / 3516 / 4923 / 1613 (565/562),18.50,
1750,FA0008800,Wheel Bearing - TATA 1510/1512/2515 / 2516 / 2518 / 3118 / 4018 / 3516 / 4923 / 1613 ( 32308),9.05,
1751,FA0008900,Wheel Bearing- TATA 2515 / 2516 / 2518 / 3118 / 4018 / 3516 / 4923 / 1613 ( 683 / 672),28.96,
1752,FA0009000,Wheel Bearing- TATA 2515 / 2516 / 2518 / 3118 / 4018 / 3516 / 4923 / 1613 ( 32217),29.98,
1753,FA0009100,Wheal Bearing- TATA 1510/1512 ( 33019),24.80,
1754,FA0009200,Wheel Bearing- TATA 1510/1512  /  TATA 407/709/909 ( 32214),17.04,
1755,FA0009300,Wheel Bearing- TATA ACE / ACE MAGIC- Front Wheel Inner Bearing (320/332),3.95,
1756,FA0009400,Wheel Bearing- TATA ACE / ACE MAGIC-Front wheel Outer Bearing ( 30204),3.34,
1757,FA0009500,6207 - 2 RS- C3,3.54,
1758,FA0009600,Wheel Bearing- TATA 407/709/909/TATA1109- Front Wheel inner (33111),11.57,
1759,FA0009700,Wheel Bearing- TATA 407/709/909-Front wheel outer ( 32307),9.86,
1760,FA0009800,Wheel Bearing- TATA 407/709/909- Rear Wheel outer ( 32212),14.72,
1761,FA0009900,Wheel Bearing- TATA 1109- Rear Wheel Inner (32216),21.45,
1762,FA0010000,Wheel Bearing- TATA 1109- Rear Wheel outer (32213),17.95,
1763,FA0010100,Wheel Bearing- Leyland 2214 / 2516 / 4018 / 3116 / 3516 / 4019 / 4923 / 4921 / 1616 / 1612 / Taurus / Commet( 6379-20),27.53,
1764,FA0010200,Wheel Bearing- Leyland 2214 / 2516 / 4018 / 3116 / 3516 / 4019 / 4923 / 4921 / 1616 / 1612 / Taurus / Commet-Front Wheel Outer( 535/532A),13.39,
1765,FA0010300,Wheel Bearing- Leyland 2214 / 2516 / 4018 / 3116 / 3516 / 4019 / 4923 / 4921 / 1616 / 1612 / Taurus / Commet- Rear Wheel outer( 580/572),15.01,
1766,FA0022000,1988 /1922-TAIL PINION BRG TATA ACE - A FRONT WHEEL OUTER SWARAJ 855/720 /735 TRACTOR- COUNTER BRG TATA MOBILE 206/ 207/SIERRA/SUMO/SAFARI,4.49,
1767,FA0022500,30207- DIFF TATA ACE/FRONT WHEEL ESCORT TRACTOR/COUNTER SHAFT TATA 608,5.06,
1768,FA0022600,32211 - DIFF - TATA 608//709 / SWARAJ 735 / SONALIKA S735 / MAHINDRA CAB KING,8.47,
1769,FA0022900,31312 - TAIL PINION F + R TATA 1210/1312/1313/1510/1512/1516/1612/1613/ 1615/2213/2416,16.62,
1770,FA0023100,47487 / 47420 - REAR AXLE DIFF. TATA LP1510/ LP01510/ 1512/ 1613 TC/LPO 1313 / 1316 TC,14.18,
1771,FA0023200,566 / 563 -RW OUTER ASHOK LEYLAND COMET/VIKING /TUSKER/CHEETAH,14.57,
1772,FA0023300,72212 / 72487 - BEVEL PINION F+R LEYLAND COMET/VIKING/CHEETAH,14.49,
1773,FA0023400,a. PINION BRG TATA ACE - OUTER  b. PINION TAIL BRG.( FORCE MOTORS-MATADOR) c. BEVEL PINION FRONT TEMPO TRAVELLER d. TAIL PINION TEMPO TRAX,7.28,
1774,FA0025200,A. Bearing code- 32207 B. Tata 407 & EICHER Front Wheel-C. Tata Counter Shaft Bearing,6.72,
1775,FA0025300,Tata 407 Rear Wheel Outer N /M- 32210,9.19,
1776,FA0025500,TATA 2515 / 3118 -6013 WOS -RSB TRANS. -Assembly,15.46,
1777,FA0026700,TML 3118 - SPICER TRANS. - 6012 WOS-Assembly,21.83,
1778,FA0036900,TML 407 -6207 WOS-OLD MODEL Assembly,5.46,
1779,FA0037000,TATA 407 TURBO - 88507WOS- 3 SPOKES - Assembly,9.76,
1780,FA0039500,Bolero / Armada series - 501349-10,5.86,
1781,FA0039600,Bolero/ Armada series - 24780-20,7.73,
1782,FA0039700,Bolero / Armada series - 32209,8.95,
1783,FA0039800,Tata Ace - 30205,3.49,
1784,FA0039900,FORCE MOTORS - TEMPO TRAVELLER / TRAX / TOOFAN  -LM603049/11,6.97,
1785,FA0040300,3982/20 - AL IVECO REAR WHEEL OUTER,13.26,
1786,FA0040400,25590/520 - AL IVECO FRONT WHEEL INNER,7.99,
1787,FA0040500,30208- TATA 207 DI - REAR WHEEL OUTER,7.74,
1788,FA0040600,30211- EICHER CANTER REAR WHEEL OUTER,10.39,
1789,FA0040700,30212,8.95,
1790,FA0040800,32309- EICHER 10.90 / 11.10 / JUMBO -FRONT WHEEL OUTER,11.72,
1791,FA0040900,33215 - EICHER 10.90 / 11.10/ JUMBO -FRONT WHEEL INNER,17.59,
1792,FA0041100,48548 /10- AL IVECO FRONT WHEEL OUTER / TATA 207 DI,3.95,
1793,FA0041200,6202 - 2RS,1.35,
1794,FA0041300,6203 - 2RS,1.46,
1795,FA0041400,6206 - 2RS,3.19,
1796,FA0041600,TATA 407 -FRONT WHEEL - OUTER -O/M,5.92,
1797,FA0041800,EICHER- 10.90 -WHEEL END BEARING,38.69,
1798,FA0042200,6204- 2RS,1.70,
1799,FA0042300,32005,3.82,
1800,FA0044500,TATA 1612 1613 -6211-2RS WOS Assembly with Bracket,22.44,
1801,FA0044600,TML 2515 / AL 2214 -SPICER TRANS. - 88509WOS- 3 SPOKE  Assembly with Bracket,16.37,
1802,FA0044700,TATA 1612- 6208 WOS - TATA 92 MODEL RUBBER - Assembly,8.97,
1803,FA0046000,6303 - 2RS,2.00,
1804,FA0046100,TATA 407 / SUMO - 88507WOS- 2 SPOKES - Assembly with Bracket,12.73,
1805,FA0046700,EICHER 11.10 - 6011 WOS -Assembly -3 Bolts,12.43,
1806,FA0046800,TATA 2515 / 3118 -6013 WOS -RSB TRANS. -Assembly with bracket,24.86,
1807,FA0046900,EICHER CANTER -6004 WOS -Assembly,11.52,
1808,FA0047100,TATA 2515 - EX (EURO 3) / AL - 12 WHEEL,13.95,
1809,FA0049100,TML 3118 - SPICER TRANS. - 6012 WOS-Assembly with Bracket,34.87,
1810,FA0049300,TATA 2518 -6211 WOS -N/M - 14 WHEEL,22.74,
1811,FA0049400,88508 WOS - TATA 407 /609/709 / 1109 -ALL NEW MODELS- 3 SPOKES,10.43,
1812,FA0052300,TATA 407 / SUMO - 88507WOS- 2 SPOKES - Only Bearing,3.94,
1813,FA0052400,TATA 2515 / 3118 -6013 WOS -RSB TRANS. -Only Bearing,8.08,
1814,FA0052500,TATA 1612 1613 -6211-2RS WOS Only bearing,7.39,
1815,FA0052600,TML 2515 / AL 2214 -SPICER TRANS. - 88509WOS- 3 SPOKE -Only Bearing,7.88,
1816,FA0054300,TATA 3718- RSB TRANS.-6015 WOS -HYVA -Assembly,28.20,
1817,FA0054400,TATA 3718 -SPICER TRANMISSION -6011 WOS- Assembly,19.16,
1818,FA0002400,Fan Belts- Tata 697 Turbo/1612/1616/609/709 SFC/1516/1312- ( TW 1325),2.92,
1819,FA0002500,Fan Belts- TATA 1210D/609/709LP- (TW 1450),2.79,
1820,FA0002600,Fan Belts- TATA 697/1313/1610- (TW 1280),3.30,
1821,FA0002700,Fan Belts- TATA 1312 TC Engine( 6BT Engine)- (8PK 1422),5.76,
1822,FA0002800,Fan Belts- EICHER 11.10- (4PK 1185),3.76,
1823,FA0003300,Fan Belts- EICHER 10.95- ( 4PK 1170),3.70,
1824,FA0003400,Fan Belts- TATA 407 (JUNE 91 ONWARD) / TATA 608- ( TW 1185),3.40,
1825,FA0003500,Fan Belts- TATA 609/709- TATA 1313 P.S./LP-Power Steering- (TW 980),2.84,
1826,FA0003600,Fan Belts- TATA 2515 TC- ( TW 1355),3.76,
1827,FA0003700,Fan Belts- LEYLAND HINO- ( TN 1325),6.49,
1828,FA0003800,Fan Belts- LEYLAND VIKING/CHEETAH - (TW 571),3.86,
1829,FA0011900,Fan Belts- Tata 2515 Ex -( 8PK 1363),5.94,
1830,FA0012000,Fan Belts- AL- HINO- (8 PK 1250),7.93,
1831,FA0012100,Fan Belts- AL-412 TCAC- (8PK1270),9.10,
1832,FA0029600,TATA ACE  - COMPRESSION BELT -4PK 720,2.37,
1833,FA0030000,TATA ACE / SUMO / INDICA / INDIGO  - TIMING BELT -ZRK 1514 CR,7.28,
1834,FA0030100,TATA ACE / SUMO / INDICA / INDIGO - TIMING BELT -ZRK 1262 HSN,10.32,
1835,FA0030900,Kit for FA00024 - 2 Nos( OP 1325- 2 PCS),6.31,
1836,FA0038900,Tata Indica - 5PK 1040,4.43,
1837,FA0039000,Indigo / Indica Petrol - 5PK 1075,3.95,
1838,FA0039100,Ashok Leyland Dost Alt - 6PK 1095,5.19,
1839,FA0039200,Scorpio 2.6L Chain Drive - 7PK 1720,8.61,
1840,FA0039300,Scorpio - 7PK 1790,8.37,
1841,FA0039400,207 DIAA - 6PK 1835,10.77,
1842,FA0045200,BOLERO - AVX 13X1060,2.97,
1843,FA0047600,4PK 1240,3.46,
1844,FA0047700,5PK 1045,4.37,
1845,FA0047800,5PK 1095,4.73,
1846,FA0047900,8PK 1280,7.10,
1847,FA0048000,8PK 1397,8.43,
1848,FA0048100,2AVX13  1325 - KRAFTBAND BELT,11.16,
1849,FA0048200,AVX10 735,1.94,
1850,FA0048300,AVX10 995,2.18,
1851,FA0048400,AVX10 1020,2.18,
1852,FA0053900,ASHOK LEYLAND DOST POWER STEERING BELT - 4PK 870,3.15,
1853,FA0025900,TATA MOTORS -AIR BRAKES-FRONT-STD,14.69,
1854,FA0026000,TATA MOTORS -AIR BRAKES-REAR-STD,15.46,
1855,FA0026800,ASHOK LEYLAND- 5''- FRONT- STD,12.43,
1856,FA0026900,ASHOK LEYLAND- 6- FRONT - STD,13.95,
1857,FA0016400,135 x 47.65 mm- RSB TRANSMISSION -TML 2518 / 3118 / AL TAURAS / EICHER JUMBO GALAXY 30.25,20.92,
1858,FA0027000,ASHOK LEYLAND- 7''- REAR- STD,14.55,
1859,FA0027100,TATA MOTORS - AIR BRAKES - FRONT - SIZE - 1st Over Size,15.77,
1860,FA0027200,TATA MOTORS - AIR BRAKES - REAR - SIZE - 1st Over Size,16.74,
1861,FA0016500,126 x 41.25 mm -SPICER TRANSMISSION -TML 2515 /2518 EX / AL-2214 ( SPICER TYPE),16.98,
1862,FA0032100,ASHOK LEYLAND- 5''- FRONT- 1ST OVER- 1/32,13.04,
1863,FA0016700,154.90 x 49.20 mm-SPICER TRANMISSION- TML 3118 / 4018 / AL 4018 /AMW 2518 /EICHER MEGA 40.40 ( PATTI TYPE),26.08,
1864,FA0032200,ASHOK LEYLAND- 6''- FRONT- 1ST OVER- 1/32,15.16,
1865,FA0016800,120 x 46.05 mm- RSB TRANSMISSION - TML 1612 / 1613 ( 1312 TYPE),15.71,
1866,FA0032300,ASHOK LEYLAND- 7''- REAR- 1ST OVER- 1/32,16.37,
1867,FA0032400,ASHOK LEYLAND- 8''- REAR- HLP TYPE - STD (12 holes),26.08,
1868,FA0016900,129 x 42 mm - RSB TRANSMISSION -TML 2518 BS2 / 2515 EX HYVA,17.89,
1869,FA0032500,TATA MOTORS- AIR BRAKES- FRONT - WTP 200 - FRONT,17.59,
1870,FA0017100,81.60 x 30.06 mm-CONVENTIONAL TRANSMISSION - TML SFC 407,6.67,
1871,FA0032600,TATA MOTORS- AIR BRAKES- REAR - WTP 220 - REAR,17.89,
1872,FA0034200,TATA 709 VEHICLE,14.86,
1873,FA0017200,104.50 x 38.05 mm-CONVENTIONAL TRANSMISSION -TML LPT 407 /608/609 /TATA 1210 / STAR BUS / M & M CITY RIDE,10.79,
1874,FA0034800,TATA 1109 / EICHER MCV 11.10 MODEL,20.18,
1875,FA0017300,106.15 x 30.19 mm- CONVENTIONAL TRANSMISSION- TML 709/909/ AL IVECO / Swaraj Mazda N/M / EICHER CANTER N/M,9.82,
1876,FA0036700,TATA 407 VEHICLE,11.22,
1877,FA0017400,126.10 x 34.91 mm- MSL TRANSMISSION -AL HINO/ AL 1613 / AL 2214 / EICHER JUMBO 20.16-SEALED FOR LIFE,15.40,
1878,FA0036800,TATA 608 VEHICLE,11.52,
1879,FA0026600,120 x 42 mm- SESK TRANSMISSION -TML 1613 / 2518,15.52,
1880,FA0037300,ASHOK LEYLAND- 5''- FRONT- STD - BRASS RIVETS,13.64,
1881,FA0037400,ASHOK LEYLAND- 6''- FRONT - STD - BRASS RIVETS,17.59,
1882,FA0027500,55 x 22 MM-TATA ACE / MAGIC / IRIS -N/M,5.46,
1883,FA0027600,TATA ACE -O/M,5.15,
1884,FA0037500,ASHOK LEYLAND- 7''- REAR- STD - BRASS RIVETS,18.19,
1885,FA0047200,TATA 1612 1613 -6211-2RS WOS -Only Bracket with Plate,6.37,
1886,FA0047300,TML 2515 / AL 2214 -SPICER TRANS. - 88509 -3 SPOKE -Only Bracket,5.15,
1887,FA0047400,TML 3118 - SPICER TRANS. - 6012 - Only Bracket,13.64,
1888,FA0047500,TATA 2515 / 3118 -6013 WOS -RSB TRANS. - Only Bracket,10.92,
1889,FA0030600,120 x 46.05 mm- RSB TRANSMISSION - TML 1612 / 1613 ( 1312 TYPE) - SEALED FOR LIFE,18.74,
1890,FA0049500,TATA 407 / SUMO - 88507WOS- 2 SPOKES - Only Bracket,3.88,
1891,FA0027300,TML 2515 / AL 2214 -SPICER TRANS. - 88509 -3 SPOKE-Only Rubber,2.91,
1892,FA0030700,126 x 41.25 mm -SPICER TRANSMISSION -TML 2515 /2518 EX / AL-2214 ( SPICER TYPE) - SEALED FOR LIFE,20.01,
1893,FA0029500,TATA 407 / SUMO - 88507- 2 SPOKES - Only Rubber,2.73,
1894,FA0042100,81.60 x 81.60 M- M& M BOLERO / JEEP / MAXIMO / TEMPO TRAVELLOR / AL DOST,6.31,
1895,FA0032800,EICHER CANTER -6004 WOS -Only Rubber,2.55,
1896,FA0032900,TML 3118 - SPICER TRANS. - 6012 - Only Rubber,7.88,
1897,FA0033000,TML 2515 EX-3516 EX -2518 EX - 88511 - 3 SPOKES - Only Rubber,3.03,
1898,FA0053600,126.10 x 34.91 mm- MSL TRANSMISSION -AL HINO/ AL 1613 / AL 2214 / EICHER JUMBO 20.16,13.34,
1899,FA0033200,TATA 2515 / 3118 -6013 -RSB TRANS. - Only Rubber,6.37,
1900,FA0036200,TATA 1612 1613 -6211-2RS-Only Rubber,5.76,
1901,FA0046600,TATA 1612- 6208  - TATA 92 MODEL RUBBER - Only Rubber,2.79,
1902,FA0014900,Tie Rod End-Tata 407- RH+LH (SET),8.13,
1903,FA0033800,TML ACE - DISC BRAKE PAD,6.67,
1904,FA0015400,Tie Rod End- Tata 608- RH+LH Set,9.46,
1905,FA0035500,TML 207 / SIEARA / ESTATE - ARMADA / M & M BOLERO,9.64,
1906,FA0015700,Tie Rod End- All Vechiles above Tata 1109- Adjustable RH+LH Set,13.34,
1907,FA0036300,TML INDICA / VISTA / AL DOST,16.36,
1908,FA0036400,M & M - SCORPIO-CDRE,20.74,
1909,FA0016000,Tie Rod End- All Vechiles above 1109- Repair Kit,5.94,
1910,FA0036500,M & M- XYLO,17.46,
1911,FA0016100,Tie Rod End- Tata 709- RH+LH Set,9.46,
1912,FA0036600,TEMPO TRAVELLER,15.04,
1913,FA0037700,M & M MAXIMO / TATA SUMO,11.16,
1914,FA0000800,Hoses-  TATA vehicles intercooler Hoses for vehicles upto 180 HP,4.85,
1915,FA0004100,Hoses- 697 Engine- Inlet Hose- 50 mm,2.77,
1916,FA0004200,Hoses- 697 Engine- outlet Hose-68 mm,3.99,
1917,FA0023800,Ashok Leyland - 3118/FALCON/6M BUS / STAG BS3/VIKING/ LYNX,4.51,
1918,FA0023900,Ashok leyland - 6 DTI / CT 1613 / 12 M BUS,5.15,
1919,FA0024000,TATA- LP/LPT 709,6.19,
1920,FA0024100,TATA -4SP TC/407,5.34,
1921,FA0018200,Drag Link End - Complete unit 35 mm- onDrag Link End - Complete unit 35 mm- one pcse pcs,7.88,
1922,FA0000100,TML 1312 / 1613 / 1612 / 1613 Turbo- REAR(LH)- EURO,11.46,
1923,FA0018300,Drag Link End Repair Kit - 35mm ball diameter- Two Sets,7.16,
1924,FA0018400,Drag Link End Repair KitA-30mm & 35mm diameter- One Set,6.97,
1925,FA0020500,Tie Rod End LH- Ashok Leyland 2214 /3516,9.70,
1926,FA0020600,Tie Rod End RH- Ashok Leyland 2214 /3516,9.70,
1927,FA0020800,Tie Rod End LH- Ashok Leyland Taurus / Tipper,11.52,
1928,FA0020900,Tie Rod End RH- Ashok Leyland Taurus / Tipper,11.52,
1929,FA0021100,Tie Rod End-Viking Bus-LH,12.61,
1930,FA0021200,Tie Rod End-Viking Bus-RH,12.73,
1931,FA0029300,Tata Ace Tie Rod- LH+RH,6.37,
1932,FA0029400,REPAIR KIT - Ashok Leyland 2214 / 3516- 27 N0. NUT - ONE PAIR,9.00,
1933,FA0032000,REPAIR KIT - 30 MM & 35 MM DIAMETER - 2 SETS ( COMINATION OF FA 160 + FA 183 ),12.73,
1934,FA0042000,REPAIR KIT -Viking Bus - with 30 No. Nut - ONE PAIR,10.43,
1935,FA0042400,GEAR LEVERA END- LH,2.61,
1936,FA0042500,GEAR LEVERA END - RH,2.73,
1937,FA0050600,MAHINDRA BOLERO TIE ROD END - SET OF TWO,8.25,
1938,FA0050700,MAHINDRA BOLERO TIE ROD END (PS)- SET OF TWO,9.46,
1939,FA0050800,MAHINDRA BOLERO BALL JOINT UPPER,8.54,
1940,FA0050900,MAHINDRA BOLERO BALL JOINT LOWER,6.72,
1941,FA0051000,MAHINDRA BOLERO STABILIZER LINK - SET OF TWO,6.43,
1942,FA0051400,MAHINDRA TIE ROD END (SET OF 4 PCS),16.37,
1943,FA0051500,MAHINDRA PICK UP TIE ROD END (SET OF 4 PCS),17.71,
1944,FA0051600,MAHINDRA MAX BALL JOINT UPPER,6.31,
1945,FA0051700,MAHINDRA MAX BALL JOINT LOWER,6.37,
1946,FA0051800,ASHOK LEYLAND TIE ROD END - SET OF TWO,9.76,
1947,FA0051900,ASHOK LEYLAND RACK END,5.82,
1948,FA0052000,ASHOK LEYLAND BALL JOINT UPPER,5.34,
1949,FA0052100,ASHOK LEYLAND BALL JOINT LOWER,5.94,
